Key,Username,Version,List,list_type,Human,Lev0,Lev1,Lev2,Lev3,Lev4,Lev5
WRAP,A18MC27WT,B,1,Unrel,0,0,0,0,0,0,0
ANVIL,A18MC27WT,B,6,Unrel,1,1,1,1,1,1,1
BLISTER,A18MC27WT,B,6,Unrel,1,1,1,1,1,1,1
BOULDER,A18MC27WT,B,6,Unrel,1,1,1,1,1,1,1
BROTH,A18MC27WT,B,6,Unrel,0,0,0,0,0,0,0
CLASS,A18MC27WT,B,6,Unrel,0,0,0,0,0,0,0
DAY,A18MC27WT,B,6,Unrel,1,1,1,1,1,1,1
DOWEL,A18MC27WT,B,6,Unrel,0,0,0,0,0,0,0
FOUL,A18MC27WT,B,6,Unrel,0,0,0,0,0,0,0
IRON,A18MC27WT,B,6,Unrel,1,1,1,1,1,1,1
JACKPOT,A18MC27WT,B,6,Unrel,0,0,0,0,0,0,0
JAZZ,A18MC27WT,B,6,Unrel,0,0,0,0,0,0,0
KNOCK,A18MC27WT,B,6,Unrel,0,0,0,0,0,0,0
LADDER,A18MC27WT,B,6,Unrel,1,1,1,1,1,1,1
LANDMARK,A18MC27WT,B,6,Unrel,0,0,0,0,0,0,0
LASER,A18MC27WT,B,6,Unrel,0,0,0,0,0,0,0
MASCOT,A18MC27WT,B,6,Unrel,0,0,0,0,0,0,0
MAUVE,A18MC27WT,B,6,Unrel,0,0,0,0,0,0,0
WINDSHIELD,A18MC27WT,B,6,Unrel,0,0,0,0,0,0,0
WIZARD,A18MC27WT,B,6,Unrel,1,1,1,1,1,1,1
ZONE,A18MC27WT,B,6,Unrel,0,0,0,0,0,0,0
AVENUE,A1E610OYLMKW82,F,1,Unrel,0,0,0,0,0,0,0
BLAZE,A1E610OYLMKW82,F,1,Unrel,1,0,0,0,0,0,0
CANYON,A1E610OYLMKW82,F,1,Unrel,0,0,0,0,0,0,0
CELLOPHANE,A1E610OYLMKW82,F,1,Unrel,1,1,1,1,1,1,1
CEREAL,A1E610OYLMKW82,F,1,Unrel,0,1,1,1,1,1,1
DETOUR,A1E610OYLMKW82,F,1,Unrel,0,0,0,0,0,0,0
DWARF,A1E610OYLMKW82,F,1,Unrel,0,0,0,0,0,0,0
FLURRY,A1E610OYLMKW82,F,1,Unrel,1,1,1,1,1,1,1
FOSSIL,A1E610OYLMKW82,F,1,Unrel,0,0,0,0,0,0,0
GIN,A1E610OYLMKW82,F,1,Unrel,1,1,1,1,1,1,1
GONG,A1E610OYLMKW82,F,1,Unrel,1,1,1,1,1,1,1
JAR,A1E610OYLMKW82,F,1,Unrel,1,1,1,1,1,1,1
JOKE,A1E610OYLMKW82,F,1,Unrel,0,0,0,0,0,0,0
KISS,A1E610OYLMKW82,F,1,Unrel,0,0,0,0,0,0,0
LANCE,A1E610OYLMKW82,F,1,Unrel,0,0,0,0,0,0,0
MARSH,A1E610OYLMKW82,F,1,Unrel,0,0,0,0,0,0,0
WINCH,A1E610OYLMKW82,F,1,Unrel,0,0,0,0,0,0,0
WINNER,A1E610OYLMKW82,F,1,Unrel,0,0,0,0,0,0,0
WORKSHOP,A1E610OYLMKW82,F,1,Unrel,0,0,0,0,0,0,0
WRAP,A1E610OYLMKW82,F,1,Unrel,0,0,0,0,0,0,0
ANVIL,A1E610OYLMKW82,F,6,Unrel,1,1,1,1,1,1,1
BLISTER,A1E610OYLMKW82,F,6,Unrel,1,1,1,1,1,1,1
BOULDER,A1E610OYLMKW82,F,6,Unrel,1,1,1,1,1,1,1
BROTH,A1E610OYLMKW82,F,6,Unrel,0,0,0,0,0,0,0
CLASS,A1E610OYLMKW82,F,6,Unrel,0,0,0,0,0,0,0
DAY,A1E610OYLMKW82,F,6,Unrel,0,0,0,0,0,0,0
DOWEL,A1E610OYLMKW82,F,6,Unrel,0,0,0,0,0,0,0
FOUL,A1E610OYLMKW82,F,6,Unrel,0,0,0,0,0,0,0
IRON,A1E610OYLMKW82,F,6,Unrel,0,0,0,0,0,0,0
JACKPOT,A1E610OYLMKW82,F,6,Unrel,0,0,0,0,0,0,0
JAZZ,A1E610OYLMKW82,F,6,Unrel,0,0,0,0,0,0,0
KNOCK,A1E610OYLMKW82,F,6,Unrel,0,0,0,0,0,0,0
LADDER,A1E610OYLMKW82,F,6,Unrel,1,1,1,1,1,1,1
LANDMARK,A1E610OYLMKW82,F,6,Unrel,1,1,1,1,1,1,1
LASER,A1E610OYLMKW82,F,6,Unrel,0,0,0,0,0,0,0
MASCOT,A1E610OYLMKW82,F,6,Unrel,0,0,0,0,0,0,0
MAUVE,A1E610OYLMKW82,F,6,Unrel,0,0,0,0,0,0,0
WINDSHIELD,A1E610OYLMKW82,F,6,Unrel,0,0,0,0,0,0,0
WIZARD,A1E610OYLMKW82,F,6,Unrel,0,0,0,0,0,0,0
ZONE,A1E610OYLMKW82,F,6,Unrel,0,0,0,0,0,0,0
ACRE,A1EKUECDQ1GTC1,E,3,Unrel,0,0,0,0,0,0,0
BISHOP,A1EKUECDQ1GTC1,E,3,Unrel,0,0,0,0,0,0,0
CANDY,A1EKUECDQ1GTC1,E,3,Unrel,1,1,1,1,1,1,1
CANTEEN,A1EKUECDQ1GTC1,E,3,Unrel,0,0,0,0,0,0,0
DEBT,A1EKUECDQ1GTC1,E,3,Unrel,1,1,1,1,1,1,1
DESERT,A1EKUECDQ1GTC1,E,3,Unrel,0,0,0,0,0,0,0
EMPRESS,A1EKUECDQ1GTC1,E,3,Unrel,1,1,1,1,1,1,1
EPISODE,A1EKUECDQ1GTC1,E,3,Unrel,1,1,1,1,1,1,1
HARVEST,A1EKUECDQ1GTC1,E,3,Unrel,0,0,0,0,0,0,0
HELMET,A1EKUECDQ1GTC1,E,3,Unrel,1,1,1,1,1,1,1
HERMIT,A1EKUECDQ1GTC1,E,3,Unrel,1,1,1,1,1,1,1
INDEX,A1EKUECDQ1GTC1,E,3,Unrel,0,0,0,0,0,0,0
JAM,A1EKUECDQ1GTC1,E,3,Unrel,1,1,1,1,1,1,1
KEG,A1EKUECDQ1GTC1,E,3,Unrel,0,0,0,0,0,0,0
LANTERN,A1EKUECDQ1GTC1,E,3,Unrel,0,0,0,0,0,0,0
MANUAL,A1EKUECDQ1GTC1,E,3,Unrel,0,0,0,0,0,0,0
METEOR,A1EKUECDQ1GTC1,E,3,Unrel,1,1,1,1,1,1,1
ORPHAN,A1EKUECDQ1GTC1,E,3,Unrel,1,1,1,1,1,1,1
WAX,A1EKUECDQ1GTC1,E,3,Unrel,0,0,0,0,0,0,0
WHALE,A1EKUECDQ1GTC1,E,3,Unrel,0,0,0,0,0,0,0
ACORN,A1EKUECDQ1GTC1,E,4,Unrel,1,1,1,1,1,1,1
ANGEL,A1EKUECDQ1GTC1,E,4,Unrel,1,1,1,1,1,1,1
BLOSSOM,A1EKUECDQ1GTC1,E,4,Unrel,0,0,0,0,0,0,0
CANE,A1EKUECDQ1GTC1,E,4,Unrel,1,1,1,1,1,1,1
CANOE,A1EKUECDQ1GTC1,E,4,Unrel,1,1,1,1,1,1,1
CANON,A1EKUECDQ1GTC1,E,4,Unrel,0,0,0,0,0,0,0
CREST,A1EKUECDQ1GTC1,E,4,Unrel,0,0,0,0,0,0,0
DENTIST,A1EKUECDQ1GTC1,E,4,Unrel,0,0,0,0,0,0,0
FARM,A1EKUECDQ1GTC1,E,4,Unrel,0,0,0,0,0,0,0
FUNK,A1EKUECDQ1GTC1,E,4,Unrel,1,1,1,1,1,1,1
INFANT,A1EKUECDQ1GTC1,E,4,Unrel,1,1,1,1,1,1,1
KEROSENE,A1EKUECDQ1GTC1,E,4,Unrel,1,1,1,1,1,1,1
MATH,A1EKUECDQ1GTC1,E,4,Unrel,0,0,0,0,0,0,0
NUGGET,A1EKUECDQ1GTC1,E,4,Unrel,0,0,0,0,0,0,0
OUTLAW,A1EKUECDQ1GTC1,E,4,Unrel,1,1,1,1,1,1,1
PINT,A1EKUECDQ1GTC1,E,4,Unrel,0,0,0,0,0,0,0
QUICHE,A1EKUECDQ1GTC1,E,4,Unrel,1,1,1,1,1,1,1
SOLAR,A1EKUECDQ1GTC1,E,4,Unrel,0,0,0,0,0,0,0
VALVE,A1EKUECDQ1GTC1,E,4,Unrel,0,0,0,0,0,0,0
VAPOR,A1EKUECDQ1GTC1,E,4,Unrel,0,0,0,0,0,0,0
AVENUE,A1F2MFSHXTGAVD,D,1,Unrel,0,0,0,0,0,0,0
BLAZE,A1F2MFSHXTGAVD,D,1,Unrel,0,0,0,0,0,0,0
CANYON,A1F2MFSHXTGAVD,D,1,Unrel,0,0,0,0,0,0,0
CELLOPHANE,A1F2MFSHXTGAVD,D,1,Unrel,0,0,0,0,0,0,0
CEREAL,A1F2MFSHXTGAVD,D,1,Unrel,0,0,0,0,0,0,0
DETOUR,A1F2MFSHXTGAVD,D,1,Unrel,0,0,0,0,0,0,0
DWARF,A1F2MFSHXTGAVD,D,1,Unrel,0,0,0,0,0,0,0
FLURRY,A1F2MFSHXTGAVD,D,1,Unrel,0,0,0,0,0,0,0
FOSSIL,A1F2MFSHXTGAVD,D,1,Unrel,1,0,0,0,0,0,0
GIN,A1F2MFSHXTGAVD,D,1,Unrel,0,0,0,0,0,0,0
GONG,A1F2MFSHXTGAVD,D,1,Unrel,1,0,0,0,0,0,0
JAR,A1F2MFSHXTGAVD,D,1,Unrel,1,1,1,1,1,1,1
JOKE,A1F2MFSHXTGAVD,D,1,Unrel,0,0,0,0,0,0,0
KISS,A1F2MFSHXTGAVD,D,1,Unrel,0,0,0,0,0,0,0
LANCE,A1F2MFSHXTGAVD,D,1,Unrel,0,0,0,0,0,0,0
MARSH,A1F2MFSHXTGAVD,D,1,Unrel,0,0,0,0,0,0,0
WINCH,A1F2MFSHXTGAVD,D,1,Unrel,1,1,1,1,1,1,1
WINNER,A1F2MFSHXTGAVD,D,1,Unrel,1,1,1,1,1,1,1
WORKSHOP,A1F2MFSHXTGAVD,D,1,Unrel,0,0,0,0,0,0,0
WRAP,A1F2MFSHXTGAVD,D,1,Unrel,0,0,0,0,0,0,0
ANVIL,A1F2MFSHXTGAVD,D,6,Unrel,0,0,0,0,0,0,0
BLISTER,A1F2MFSHXTGAVD,D,6,Unrel,0,0,0,0,0,0,0
BOULDER,A1F2MFSHXTGAVD,D,6,Unrel,0,0,0,0,0,0,0
BROTH,A1F2MFSHXTGAVD,D,6,Unrel,0,0,0,0,0,0,0
CLASS,A1F2MFSHXTGAVD,D,6,Unrel,0,0,0,0,0,0,0
DAY,A1F2MFSHXTGAVD,D,6,Unrel,0,0,0,0,0,0,0
DOWEL,A1F2MFSHXTGAVD,D,6,Unrel,0,0,0,0,0,0,0
FOUL,A1F2MFSHXTGAVD,D,6,Unrel,0,0,0,0,0,0,0
IRON,A1F2MFSHXTGAVD,D,6,Unrel,1,1,1,1,1,1,1
JACKPOT,A1F2MFSHXTGAVD,D,6,Unrel,0,0,0,0,0,0,0
JAZZ,A1F2MFSHXTGAVD,D,6,Unrel,1,1,1,1,1,1,1
KNOCK,A1F2MFSHXTGAVD,D,6,Unrel,0,0,0,0,0,0,0
LADDER,A1F2MFSHXTGAVD,D,6,Unrel,1,1,1,1,1,1,1
LANDMARK,A1F2MFSHXTGAVD,D,6,Unrel,1,1,1,1,1,1,1
LASER,A1F2MFSHXTGAVD,D,6,Unrel,1,0,0,0,0,0,0
MASCOT,A1F2MFSHXTGAVD,D,6,Unrel,0,0,0,0,0,0,0
MAUVE,A1F2MFSHXTGAVD,D,6,Unrel,0,0,0,0,0,0,0
WINDSHIELD,A1F2MFSHXTGAVD,D,6,Unrel,1,1,1,1,1,1,1
WIZARD,A1F2MFSHXTGAVD,D,6,Unrel,0,0,0,0,0,0,0
ZONE,A1F2MFSHXTGAVD,D,6,Unrel,0,0,0,0,0,0,0
AVENUE,A1FDPHX8S6G1WM,D,1,Unrel,0,0,0,0,0,0,0
BLAZE,A1FDPHX8S6G1WM,D,1,Unrel,0,0,0,0,0,0,0
CANYON,A1FDPHX8S6G1WM,D,1,Unrel,0,0,0,0,0,0,0
CELLOPHANE,A1FDPHX8S6G1WM,D,1,Unrel,1,1,1,1,1,1,1
CEREAL,A1FDPHX8S6G1WM,D,1,Unrel,1,1,1,1,1,1,1
DETOUR,A1FDPHX8S6G1WM,D,1,Unrel,0,0,0,0,0,0,0
DWARF,A1FDPHX8S6G1WM,D,1,Unrel,1,1,1,1,1,1,1
FLURRY,A1FDPHX8S6G1WM,D,1,Unrel,0,0,0,0,0,0,0
FOSSIL,A1FDPHX8S6G1WM,D,1,Unrel,1,1,1,1,1,1,1
GIN,A1FDPHX8S6G1WM,D,1,Unrel,0,0,0,0,0,0,0
GONG,A1FDPHX8S6G1WM,D,1,Unrel,0,0,0,0,0,0,0
JAR,A1FDPHX8S6G1WM,D,1,Unrel,0,0,0,0,0,0,0
JOKE,A1FDPHX8S6G1WM,D,1,Unrel,1,1,1,1,1,1,1
KISS,A1FDPHX8S6G1WM,D,1,Unrel,1,1,1,1,1,1,1
LANCE,A1FDPHX8S6G1WM,D,1,Unrel,0,0,0,0,0,0,0
MARSH,A1FDPHX8S6G1WM,D,1,Unrel,1,1,1,1,1,1,1
WINCH,A1FDPHX8S6G1WM,D,1,Unrel,0,0,0,0,0,0,0
WINNER,A1FDPHX8S6G1WM,D,1,Unrel,0,0,0,0,0,0,0
WORKSHOP,A1FDPHX8S6G1WM,D,1,Unrel,0,0,0,0,0,0,0
WRAP,A1FDPHX8S6G1WM,D,1,Unrel,0,0,0,0,0,0,0
ANVIL,A1FDPHX8S6G1WM,D,6,Unrel,0,0,0,0,0,0,0
BLISTER,A1FDPHX8S6G1WM,D,6,Unrel,0,0,0,0,0,0,0
BOULDER,A1FDPHX8S6G1WM,D,6,Unrel,0,0,0,0,0,0,0
BROTH,A1FDPHX8S6G1WM,D,6,Unrel,1,1,1,1,1,1,1
CLASS,A1FDPHX8S6G1WM,D,6,Unrel,0,0,0,0,0,0,0
DAY,A1FDPHX8S6G1WM,D,6,Unrel,0,0,0,0,0,0,0
DOWEL,A1FDPHX8S6G1WM,D,6,Unrel,0,0,0,0,0,0,0
FOUL,A1FDPHX8S6G1WM,D,6,Unrel,0,0,0,0,0,0,0
IRON,A1FDPHX8S6G1WM,D,6,Unrel,1,1,1,1,1,1,1
JACKPOT,A1FDPHX8S6G1WM,D,6,Unrel,1,1,1,1,1,1,1
JAZZ,A1FDPHX8S6G1WM,D,6,Unrel,0,0,0,0,0,0,0
KNOCK,A1FDPHX8S6G1WM,D,6,Unrel,0,0,0,0,0,0,0
LADDER,A1FDPHX8S6G1WM,D,6,Unrel,0,0,0,0,0,0,0
LANDMARK,A1FDPHX8S6G1WM,D,6,Unrel,0,0,0,0,0,0,0
LASER,A1FDPHX8S6G1WM,D,6,Unrel,0,0,0,0,0,0,0
MASCOT,A1FDPHX8S6G1WM,D,6,Unrel,0,0,0,0,0,0,0
MAUVE,A1FDPHX8S6G1WM,D,6,Unrel,0,0,0,0,0,0,0
WINDSHIELD,A1FDPHX8S6G1WM,D,6,Unrel,0,0,0,0,0,0,0
WIZARD,A1FDPHX8S6G1WM,D,6,Unrel,0,0,0,0,0,0,0
ZONE,A1FDPHX8S6G1WM,D,6,Unrel,0,0,0,0,0,0,0
AVENUE,A1GXFMAC75,B,1,Unrel,1,1,1,1,1,1,1
BLAZE,A1GXFMAC75,B,1,Unrel,0,0,0,0,0,0,0
CANYON,A1GXFMAC75,B,1,Unrel,1,0,0,0,0,0,0
CELLOPHANE,A1GXFMAC75,B,1,Unrel,1,1,1,1,1,1,1
CEREAL,A1GXFMAC75,B,1,Unrel,0,0,0,0,0,0,0
DETOUR,A1GXFMAC75,B,1,Unrel,0,0,0,0,0,0,0
DWARF,A1GXFMAC75,B,1,Unrel,0,0,0,0,0,0,0
FLURRY,A1GXFMAC75,B,1,Unrel,1,0,0,0,0,0,0
FOSSIL,A1GXFMAC75,B,1,Unrel,0,0,0,0,0,0,0
GIN,A1GXFMAC75,B,1,Unrel,0,0,0,0,0,0,0
GONG,A1GXFMAC75,B,1,Unrel,0,0,0,0,0,0,0
JAR,A1GXFMAC75,B,1,Unrel,1,1,1,1,1,1,1
JOKE,A1GXFMAC75,B,1,Unrel,1,1,1,1,1,1,1
KISS,A1GXFMAC75,B,1,Unrel,0,0,0,0,0,0,0
LANCE,A1GXFMAC75,B,1,Unrel,0,0,0,0,0,0,0
MARSH,A1GXFMAC75,B,1,Unrel,0,0,0,0,0,0,0
WINCH,A1GXFMAC75,B,1,Unrel,1,1,1,1,1,1,1
WINNER,A1GXFMAC75,B,1,Unrel,0,0,0,0,0,0,0
WORKSHOP,A1GXFMAC75,B,1,Unrel,0,0,0,0,0,0,0
WRAP,A1GXFMAC75,B,1,Unrel,0,0,0,0,0,0,0
ANVIL,A1GXFMAC75,B,6,Unrel,1,1,1,1,1,1,1
BLISTER,A1GXFMAC75,B,6,Unrel,0,0,0,0,0,0,0
BOULDER,A1GXFMAC75,B,6,Unrel,0,0,0,0,0,0,0
BROTH,A1GXFMAC75,B,6,Unrel,0,0,0,0,0,0,0
CLASS,A1GXFMAC75,B,6,Unrel,1,1,1,1,1,1,1
DAY,A1GXFMAC75,B,6,Unrel,1,1,1,1,1,1,1
DOWEL,A1GXFMAC75,B,6,Unrel,0,0,0,0,0,0,0
FOUL,A1GXFMAC75,B,6,Unrel,0,0,0,0,0,0,0
IRON,A1GXFMAC75,B,6,Unrel,0,0,0,0,0,0,0
JACKPOT,A1GXFMAC75,B,6,Unrel,1,1,1,1,1,1,1
JAZZ,A1GXFMAC75,B,6,Unrel,0,0,0,0,0,0,0
KNOCK,A1GXFMAC75,B,6,Unrel,0,0,0,0,0,0,0
LADDER,A1GXFMAC75,B,6,Unrel,1,1,1,1,1,1,1
LANDMARK,A1GXFMAC75,B,6,Unrel,0,0,0,0,0,0,0
LASER,A1GXFMAC75,B,6,Unrel,0,0,0,0,0,0,0
MASCOT,A1GXFMAC75,B,6,Unrel,0,0,0,0,0,0,0
MAUVE,A1GXFMAC75,B,6,Unrel,0,0,0,0,0,0,0
WINDSHIELD,A1GXFMAC75,B,6,Unrel,0,0,0,0,0,0,0
WIZARD,A1GXFMAC75,B,6,Unrel,1,1,1,1,1,1,1
ZONE,A1GXFMAC75,B,6,Unrel,0,0,0,0,0,0,0
ACRE,A1H198MRIM37T1,C,3,Unrel,0,0,0,0,0,0,0
BISHOP,A1H198MRIM37T1,C,3,Unrel,1,1,1,1,1,1,1
CANDY,A1H198MRIM37T1,C,3,Unrel,1,1,1,1,1,1,1
CANTEEN,A1H198MRIM37T1,C,3,Unrel,0,0,0,0,0,0,0
DEBT,A1H198MRIM37T1,C,3,Unrel,1,1,1,1,1,1,1
DESERT,A1H198MRIM37T1,C,3,Unrel,0,0,0,0,0,0,0
EMPRESS,A1H198MRIM37T1,C,3,Unrel,0,0,0,0,0,0,0
EPISODE,A1H198MRIM37T1,C,3,Unrel,0,0,0,0,0,0,0
HARVEST,A1H198MRIM37T1,C,3,Unrel,0,0,0,0,0,0,0
HELMET,A1H198MRIM37T1,C,3,Unrel,0,0,0,0,0,0,0
HERMIT,A1H198MRIM37T1,C,3,Unrel,0,0,0,0,0,0,0
INDEX,A1H198MRIM37T1,C,3,Unrel,1,1,1,1,1,1,1
JAM,A1H198MRIM37T1,C,3,Unrel,0,0,0,0,0,0,0
KEG,A1H198MRIM37T1,C,3,Unrel,0,0,0,0,0,0,0
LANTERN,A1H198MRIM37T1,C,3,Unrel,0,0,0,0,0,0,0
MANUAL,A1H198MRIM37T1,C,3,Unrel,0,0,0,0,0,0,0
METEOR,A1H198MRIM37T1,C,3,Unrel,0,0,0,0,0,0,0
ORPHAN,A1H198MRIM37T1,C,3,Unrel,1,1,1,1,1,1,1
WAX,A1H198MRIM37T1,C,3,Unrel,0,0,0,0,0,0,0
WHALE,A1H198MRIM37T1,C,3,Unrel,0,0,0,0,0,0,0
ACORN,A1H198MRIM37T1,C,4,Unrel,0,0,0,0,0,0,0
ANGEL,A1H198MRIM37T1,C,4,Unrel,1,1,1,1,1,1,1
BLOSSOM,A1H198MRIM37T1,C,4,Unrel,0,0,0,0,0,0,0
CANE,A1H198MRIM37T1,C,4,Unrel,1,1,1,1,1,1,1
CANOE,A1H198MRIM37T1,C,4,Unrel,1,1,1,1,1,1,1
CANON,A1H198MRIM37T1,C,4,Unrel,0,0,0,0,0,0,0
CREST,A1H198MRIM37T1,C,4,Unrel,0,0,0,0,0,0,0
DENTIST,A1H198MRIM37T1,C,4,Unrel,0,0,0,0,0,0,0
FARM,A1H198MRIM37T1,C,4,Unrel,0,0,0,0,0,0,0
FUNK,A1H198MRIM37T1,C,4,Unrel,0,0,0,0,0,0,0
INFANT,A1H198MRIM37T1,C,4,Unrel,1,1,1,1,1,1,1
KEROSENE,A1H198MRIM37T1,C,4,Unrel,0,0,0,0,0,0,0
MATH,A1H198MRIM37T1,C,4,Unrel,1,1,1,1,1,1,1
NUGGET,A1H198MRIM37T1,C,4,Unrel,0,0,0,0,0,0,0
OUTLAW,A1H198MRIM37T1,C,4,Unrel,0,0,0,0,0,0,0
PINT,A1H198MRIM37T1,C,4,Unrel,0,0,0,0,0,0,0
QUICHE,A1H198MRIM37T1,C,4,Unrel,0,0,0,0,0,0,0
SOLAR,A1H198MRIM37T1,C,4,Unrel,0,0,0,0,0,0,0
VALVE,A1H198MRIM37T1,C,4,Unrel,0,0,0,0,0,0,0
VAPOR,A1H198MRIM37T1,C,4,Unrel,0,0,0,0,0,0,0
ACRE,A1H72Y9Z5NJXDS,A,3,Unrel,0,0,0,0,0,0,0
BISHOP,A1H72Y9Z5NJXDS,A,3,Unrel,0,0,0,0,0,0,0
CANDY,A1H72Y9Z5NJXDS,A,3,Unrel,0,0,0,0,0,0,0
CANTEEN,A1H72Y9Z5NJXDS,A,3,Unrel,0,0,0,0,0,0,0
DEBT,A1H72Y9Z5NJXDS,A,3,Unrel,0,0,0,0,0,0,0
DESERT,A1H72Y9Z5NJXDS,A,3,Unrel,0,0,0,0,0,0,0
EMPRESS,A1H72Y9Z5NJXDS,A,3,Unrel,1,1,1,1,1,1,1
EPISODE,A1H72Y9Z5NJXDS,A,3,Unrel,1,1,1,1,1,1,1
HARVEST,A1H72Y9Z5NJXDS,A,3,Unrel,0,0,0,0,0,0,0
HELMET,A1H72Y9Z5NJXDS,A,3,Unrel,1,1,1,1,1,1,1
HERMIT,A1H72Y9Z5NJXDS,A,3,Unrel,0,0,0,0,0,0,0
INDEX,A1H72Y9Z5NJXDS,A,3,Unrel,1,1,1,1,1,1,1
JAM,A1H72Y9Z5NJXDS,A,3,Unrel,0,0,0,0,0,0,0
KEG,A1H72Y9Z5NJXDS,A,3,Unrel,0,0,0,0,0,0,0
LANTERN,A1H72Y9Z5NJXDS,A,3,Unrel,1,1,1,1,1,1,1
MANUAL,A1H72Y9Z5NJXDS,A,3,Unrel,0,0,0,0,0,0,0
METEOR,A1H72Y9Z5NJXDS,A,3,Unrel,0,0,0,0,0,0,0
ORPHAN,A1H72Y9Z5NJXDS,A,3,Unrel,0,0,0,0,0,0,0
WAX,A1H72Y9Z5NJXDS,A,3,Unrel,1,1,1,1,1,1,1
WHALE,A1H72Y9Z5NJXDS,A,3,Unrel,0,0,0,0,0,0,0
ACORN,A1H72Y9Z5NJXDS,A,4,Unrel,1,1,1,1,1,1,1
ANGEL,A1H72Y9Z5NJXDS,A,4,Unrel,1,1,1,1,1,1,1
BLOSSOM,A1H72Y9Z5NJXDS,A,4,Unrel,1,1,1,1,1,1,1
CANE,A1H72Y9Z5NJXDS,A,4,Unrel,1,1,1,1,1,1,1
CANOE,A1H72Y9Z5NJXDS,A,4,Unrel,1,1,1,1,1,1,1
CANON,A1H72Y9Z5NJXDS,A,4,Unrel,0,0,0,0,0,0,0
CREST,A1H72Y9Z5NJXDS,A,4,Unrel,1,1,1,1,1,1,1
DENTIST,A1H72Y9Z5NJXDS,A,4,Unrel,1,1,1,1,1,1,1
FARM,A1H72Y9Z5NJXDS,A,4,Unrel,1,1,1,1,1,1,1
FUNK,A1H72Y9Z5NJXDS,A,4,Unrel,0,0,0,0,0,0,0
INFANT,A1H72Y9Z5NJXDS,A,4,Unrel,1,1,1,1,1,1,1
KEROSENE,A1H72Y9Z5NJXDS,A,4,Unrel,0,0,0,0,0,0,0
MATH,A1H72Y9Z5NJXDS,A,4,Unrel,0,0,0,0,0,0,0
NUGGET,A1H72Y9Z5NJXDS,A,4,Unrel,0,0,0,0,0,0,0
OUTLAW,A1H72Y9Z5NJXDS,A,4,Unrel,1,1,1,1,1,1,1
PINT,A1H72Y9Z5NJXDS,A,4,Unrel,0,0,0,0,0,0,0
QUICHE,A1H72Y9Z5NJXDS,A,4,Unrel,0,0,0,0,0,0,0
SOLAR,A1H72Y9Z5NJXDS,A,4,Unrel,1,1,1,1,1,1,1
VALVE,A1H72Y9Z5NJXDS,A,4,Unrel,1,1,1,1,1,1,1
VAPOR,A1H72Y9Z5NJXDS,A,4,Unrel,1,1,1,1,1,1,1
ACRE,A1HDRB3VB48WJ8,E,3,Unrel,0,0,0,0,0,0,0
BISHOP,A1HDRB3VB48WJ8,E,3,Unrel,0,0,0,0,0,0,0
CANDY,A1HDRB3VB48WJ8,E,3,Unrel,0,0,0,0,0,0,0
CANTEEN,A1HDRB3VB48WJ8,E,3,Unrel,1,1,1,1,1,1,1
DEBT,A1HDRB3VB48WJ8,E,3,Unrel,1,1,1,1,1,1,1
DESERT,A1HDRB3VB48WJ8,E,3,Unrel,0,0,0,0,0,0,0
EMPRESS,A1HDRB3VB48WJ8,E,3,Unrel,0,0,0,0,0,0,0
EPISODE,A1HDRB3VB48WJ8,E,3,Unrel,0,0,0,0,0,0,0
HARVEST,A1HDRB3VB48WJ8,E,3,Unrel,0,0,0,0,0,0,0
HELMET,A1HDRB3VB48WJ8,E,3,Unrel,0,0,0,1,1,1,1
HERMIT,A1HDRB3VB48WJ8,E,3,Unrel,0,0,0,0,0,0,0
INDEX,A1HDRB3VB48WJ8,E,3,Unrel,1,1,1,1,1,1,1
JAM,A1HDRB3VB48WJ8,E,3,Unrel,1,1,1,1,1,1,1
KEG,A1HDRB3VB48WJ8,E,3,Unrel,1,1,1,1,1,1,1
LANTERN,A1HDRB3VB48WJ8,E,3,Unrel,0,0,0,0,0,0,0
MANUAL,A1HDRB3VB48WJ8,E,3,Unrel,0,0,0,0,0,0,0
METEOR,A1HDRB3VB48WJ8,E,3,Unrel,1,0,0,1,1,1,1
ORPHAN,A1HDRB3VB48WJ8,E,3,Unrel,1,1,1,1,1,1,1
WAX,A1HDRB3VB48WJ8,E,3,Unrel,1,1,1,1,1,1,1
WHALE,A1HDRB3VB48WJ8,E,3,Unrel,1,1,1,1,1,1,1
ACORN,A1HDRB3VB48WJ8,E,4,Unrel,1,1,1,1,1,1,1
ANGEL,A1HDRB3VB48WJ8,E,4,Unrel,1,1,1,1,1,1,1
BLOSSOM,A1HDRB3VB48WJ8,E,4,Unrel,0,0,0,0,0,0,0
CANE,A1HDRB3VB48WJ8,E,4,Unrel,0,0,0,0,0,0,0
CANOE,A1HDRB3VB48WJ8,E,4,Unrel,1,1,1,1,1,1,1
CANON,A1HDRB3VB48WJ8,E,4,Unrel,0,0,0,0,0,0,0
CREST,A1HDRB3VB48WJ8,E,4,Unrel,1,1,1,1,1,1,1
DENTIST,A1HDRB3VB48WJ8,E,4,Unrel,0,0,0,0,0,0,0
FARM,A1HDRB3VB48WJ8,E,4,Unrel,1,1,1,1,1,1,1
FUNK,A1HDRB3VB48WJ8,E,4,Unrel,0,0,0,0,0,0,0
INFANT,A1HDRB3VB48WJ8,E,4,Unrel,0,0,0,0,0,0,0
KEROSENE,A1HDRB3VB48WJ8,E,4,Unrel,0,0,0,0,0,0,0
